id,age,job,marital,education,default_status,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,outcome,target
863,37,services,married,primary,no,52.00,yes,no,unknown,7,may,359,1,-1,0,unknown,no
864,40,management,single,tertiary,no,1265.00,yes,no,unknown,7,may,97,1,-1,0,unknown,no
865,37,blue-collar,married,primary,no,693.00,yes,no,unknown,7,may,327,3,-1,0,unknown,no
866,35,technician,married,secondary,no,118.00,yes,no,unknown,7,may,236,1,-1,0,unknown,no
867,49,blue-collar,married,primary,no,3659.00,yes,no,unknown,7,may,160,1,-1,0,unknown,no
868,26,blue-collar,single,secondary,no,24.00,yes,no,unknown,7,may,180,1,-1,0,unknown,no
869,38,management,single,tertiary,no,673.00,yes,no,unknown,7,may,184,1,-1,0,unknown,no
870,52,self-employed,married,secondary,no,273.00,no,no,unknown,7,may,227,1,-1,0,unknown,no
871,33,services,divorced,secondary,no,327.00,yes,no,unknown,7,may,109,1,-1,0,unknown,no
872,31,admin,single,secondary,no,299.00,yes,no,unknown,7,may,492,2,-1,0,unknown,no
873,32,blue-collar,married,secondary,no,0.00,yes,no,unknown,7,may,298,1,-1,0,unknown,no
874,35,blue-collar,single,primary,no,109.00,yes,no,unknown,7,may,83,2,-1,0,unknown,no
875,55,management,divorced,tertiary,no,552.00,no,no,unknown,7,may,241,2,-1,0,unknown,no
876,32,blue-collar,divorced,primary,no,473.00,yes,no,unknown,7,may,204,2,-1,0,unknown,no
877,37,unknown,single,unknown,no,414.00,yes,no,unknown,7,may,131,1,-1,0,unknown,no
878,45,blue-collar,married,secondary,no,154.00,yes,no,unknown,7,may,1138,1,-1,0,unknown,yes
879,31,technician,married,secondary,no,344.00,yes,no,unknown,7,may,123,1,-1,0,unknown,no
880,38,admin,married,secondary,no,8.00,yes,no,unknown,7,may,125,1,-1,0,unknown,no
881,37,services,married,secondary,no,78.00,yes,no,unknown,7,may,295,2,-1,0,unknown,no
882,38,blue-collar,married,secondary,no,266.00,yes,no,unknown,7,may,287,1,-1,0,unknown,no
883,33,housemaid,married,tertiary,no,98.00,yes,yes,unknown,7,may,109,1,-1,0,unknown,no
884,38,blue-collar,married,primary,no,83.00,yes,no,unknown,7,may,140,2,-1,0,unknown,no
885,37,management,single,tertiary,yes,45.00,yes,no,unknown,7,may,204,1,-1,0,unknown,no
886,29,unemployed,married,tertiary,no,8.00,yes,no,unknown,7,may,233,1,-1,0,unknown,no
887,42,management,married,tertiary,no,263.00,yes,no,unknown,7,may,254,1,-1,0,unknown,no
888,40,blue-collar,married,secondary,no,306.00,yes,no,unknown,7,may,184,2,-1,0,unknown,no
889,32,management,married,tertiary,no,233.00,yes,no,unknown,7,may,193,1,-1,0,unknown,no
890,47,management,divorced,tertiary,no,447.00,no,yes,unknown,7,may,126,1,-1,0,unknown,no
891,29,student,single,secondary,no,872.00,yes,no,unknown,7,may,230,1,-1,0,unknown,no
892,53,services,divorced,primary,no,-291.00,yes,yes,unknown,7,may,591,1,-1,0,unknown,yes
893,31,services,married,tertiary,no,309.00,yes,yes,unknown,7,may,294,1,-1,0,unknown,no
894,59,blue-collar,married,secondary,no,202.00,yes,no,unknown,7,may,173,1,-1,0,unknown,no
895,29,entrepreneur,married,primary,no,56.00,yes,yes,unknown,7,may,336,1,-1,0,unknown,no
896,59,blue-collar,married,primary,no,229.00,yes,yes,unknown,7,may,19,1,-1,0,unknown,no
897,44,blue-collar,married,primary,no,143.00,yes,no,unknown,7,may,153,1,-1,0,unknown,no
898,38,admin,single,secondary,no,100.00,yes,no,unknown,7,may,786,1,-1,0,unknown,yes
899,49,admin,married,secondary,no,326.00,yes,no,unknown,7,may,99,2,-1,0,unknown,no
900,43,blue-collar,married,secondary,no,167.00,yes,no,unknown,7,may,243,1,-1,0,unknown,no
901,52,admin,single,secondary,no,545.00,yes,no,unknown,7,may,260,1,-1,0,unknown,no
902,40,admin,married,secondary,no,2100.00,yes,yes,unknown,7,may,164,2,-1,0,unknown,no
903,32,services,married,secondary,no,0.00,yes,yes,unknown,7,may,255,2,-1,0,unknown,no
904,47,admin,married,primary,no,192.00,yes,no,unknown,7,may,47,1,-1,0,unknown,no
905,33,management,married,tertiary,no,442.00,yes,no,unknown,7,may,463,1,-1,0,unknown,no
906,35,management,married,tertiary,no,267.00,yes,no,unknown,7,may,192,1,-1,0,unknown,no
907,27,services,single,secondary,no,0.00,yes,no,unknown,7,may,388,7,-1,0,unknown,no
908,50,blue-collar,married,primary,no,377.00,yes,no,unknown,7,may,221,1,-1,0,unknown,no
909,44,retired,married,secondary,no,7624.00,no,no,unknown,7,may,126,5,-1,0,unknown,no
910,43,self-employed,married,primary,no,66.00,yes,no,unknown,7,may,175,5,-1,0,unknown,no
911,51,blue-collar,married,unknown,no,37.00,yes,no,unknown,7,may,256,6,-1,0,unknown,no
912,32,admin,single,secondary,no,64.00,yes,no,unknown,7,may,202,2,-1,0,unknown,no
913,47,management,divorced,tertiary,no,34.00,yes,no,unknown,7,may,104,1,-1,0,unknown,no
914,34,admin,divorced,secondary,no,627.00,yes,no,unknown,7,may,283,2,-1,0,unknown,no
915,57,self-employed,married,primary,no,1013.00,yes,no,unknown,7,may,448,1,-1,0,unknown,no
916,43,admin,single,secondary,no,140.00,yes,no,unknown,7,may,127,1,-1,0,unknown,no
917,40,services,single,tertiary,no,8823.00,yes,no,unknown,7,may,378,1,-1,0,unknown,no
918,28,blue-collar,single,secondary,no,97.00,yes,no,unknown,7,may,67,1,-1,0,unknown,no
919,38,blue-collar,married,unknown,no,5.00,yes,no,unknown,7,may,221,2,-1,0,unknown,no
920,37,unemployed,divorced,secondary,no,74.00,yes,no,unknown,7,may,150,1,-1,0,unknown,no
921,44,admin,married,secondary,no,58544.00,yes,no,unknown,7,may,144,2,-1,0,unknown,no
922,41,technician,married,secondary,no,169.00,yes,no,unknown,7,may,296,2,-1,0,unknown,no
923,37,self-employed,married,tertiary,no,444.00,yes,no,unknown,7,may,401,2,-1,0,unknown,no
924,30,services,single,tertiary,no,542.00,yes,no,unknown,7,may,435,2,-1,0,unknown,no
925,32,blue-collar,married,secondary,no,-205.00,yes,no,unknown,7,may,388,1,-1,0,unknown,no
926,30,management,single,tertiary,no,112.00,yes,no,unknown,7,may,245,1,-1,0,unknown,no
927,35,services,married,secondary,no,39.00,no,no,unknown,7,may,143,1,-1,0,unknown,no
928,55,blue-collar,married,secondary,no,1268.00,yes,no,unknown,7,may,223,2,-1,0,unknown,no
929,52,blue-collar,married,secondary,no,-98.00,yes,no,unknown,7,may,423,1,-1,0,unknown,no
930,33,admin,married,secondary,no,44.00,yes,yes,unknown,7,may,231,1,-1,0,unknown,no
931,55,retired,married,primary,no,-90.00,yes,yes,unknown,7,may,634,2,-1,0,unknown,no
932,33,blue-collar,married,secondary,no,0.00,no,no,unknown,7,may,107,1,-1,0,unknown,no
933,40,blue-collar,married,secondary,yes,-94.00,yes,yes,unknown,7,may,227,1,-1,0,unknown,no
934,39,blue-collar,married,secondary,yes,-345.00,yes,no,unknown,7,may,69,1,-1,0,unknown,no
935,54,blue-collar,married,secondary,no,-932.00,yes,no,unknown,7,may,799,1,-1,0,unknown,no
936,39,blue-collar,married,primary,no,20.00,yes,no,unknown,7,may,109,1,-1,0,unknown,no
937,49,blue-collar,married,secondary,no,90.00,yes,no,unknown,7,may,127,1,-1,0,unknown,no
938,52,admin,married,secondary,no,31.00,yes,no,unknown,7,may,120,1,-1,0,unknown,no
939,27,management,single,tertiary,no,134.00,yes,yes,unknown,7,may,68,3,-1,0,unknown,no
940,26,services,married,secondary,no,0.00,yes,no,unknown,7,may,180,2,-1,0,unknown,no
941,40,blue-collar,married,secondary,no,61.00,yes,no,unknown,7,may,112,3,-1,0,unknown,no
942,47,blue-collar,married,secondary,yes,-5.00,yes,no,unknown,7,may,444,1,-1,0,unknown,no
943,31,services,single,secondary,no,-45.00,no,no,unknown,7,may,246,2,-1,0,unknown,no
944,53,blue-collar,single,secondary,no,156.00,yes,yes,unknown,7,may,259,4,-1,0,unknown,no
945,31,services,married,secondary,no,564.00,yes,no,unknown,7,may,223,3,-1,0,unknown,no
946,33,admin,married,secondary,no,-6.00,yes,no,unknown,7,may,566,2,-1,0,unknown,no
947,35,services,married,secondary,no,528.00,no,no,unknown,7,may,274,2,-1,0,unknown,no
948,46,entrepreneur,married,unknown,no,1481.00,yes,no,unknown,7,may,49,3,-1,0,unknown,no
949,31,management,married,secondary,no,2019.00,no,no,unknown,7,may,380,2,-1,0,unknown,no
950,35,technician,single,secondary,no,1855.00,yes,no,unknown,7,may,138,1,-1,0,unknown,no
951,29,management,married,secondary,no,147.00,yes,yes,unknown,7,may,376,2,-1,0,unknown,no
952,51,technician,married,secondary,no,220.00,yes,no,unknown,7,may,421,2,-1,0,unknown,no
953,33,blue-collar,married,primary,no,198.00,yes,no,unknown,7,may,121,2,-1,0,unknown,no
954,37,management,married,tertiary,no,115.00,no,no,unknown,7,may,36,1,-1,0,unknown,no
955,43,admin,single,unknown,no,87.00,yes,no,unknown,7,may,328,2,-1,0,unknown,no
956,42,technician,married,tertiary,no,644.00,yes,no,unknown,7,may,19,1,-1,0,unknown,no
957,28,blue-collar,married,secondary,no,225.00,yes,yes,unknown,7,may,866,2,-1,0,unknown,no
958,57,retired,married,secondary,no,502.00,yes,no,unknown,7,may,229,3,-1,0,unknown,no
959,38,services,married,secondary,no,-32.00,yes,no,unknown,7,may,154,2,-1,0,unknown,no
960,39,blue-collar,married,primary,no,106.00,yes,no,unknown,7,may,56,1,-1,0,unknown,no
961,36,technician,married,tertiary,no,301.00,yes,no,unknown,7,may,1581,2,-1,0,unknown,no
962,57,retired,married,tertiary,no,906.00,yes,no,unknown,7,may,117,1,-1,0,unknown,no
963,44,management,married,unknown,no,187.00,yes,no,unknown,7,may,185,1,-1,0,unknown,no
964,48,services,divorced,secondary,no,852.00,yes,yes,unknown,7,may,202,1,-1,0,unknown,no
965,46,blue-collar,married,primary,no,143.00,yes,no,unknown,7,may,279,1,-1,0,unknown,no
966,43,admin,married,secondary,no,71.00,no,no,unknown,7,may,180,5,-1,0,unknown,no
967,49,services,married,secondary,no,1496.00,yes,no,unknown,7,may,218,4,-1,0,unknown,no
968,29,services,single,secondary,no,703.00,yes,no,unknown,7,may,129,5,-1,0,unknown,no
969,53,blue-collar,married,secondary,no,732.00,yes,no,unknown,7,may,530,2,-1,0,unknown,no
970,30,services,single,secondary,no,21.00,yes,no,unknown,7,may,104,2,-1,0,unknown,no
971,41,management,divorced,secondary,no,276.00,yes,no,unknown,7,may,60,1,-1,0,unknown,no
972,33,technician,married,secondary,no,0.00,yes,no,unknown,7,may,432,1,-1,0,unknown,no
973,47,blue-collar,married,primary,no,550.00,yes,no,unknown,7,may,113,1,-1,0,unknown,no
974,58,retired,married,secondary,no,268.00,yes,no,unknown,7,may,516,1,-1,0,unknown,no
975,31,unemployed,married,secondary,no,-825.00,yes,no,unknown,7,may,179,2,-1,0,unknown,no
976,38,admin,single,secondary,no,137.00,yes,yes,unknown,7,may,125,2,-1,0,unknown,no
977,60,retired,married,secondary,no,42.00,yes,yes,unknown,7,may,386,2,-1,0,unknown,no
978,33,management,single,tertiary,no,54.00,no,no,unknown,7,may,262,2,-1,0,unknown,no
979,33,unemployed,single,tertiary,no,1716.00,yes,no,unknown,7,may,396,2,-1,0,unknown,no
980,52,admin,married,primary,no,270.00,yes,no,unknown,7,may,294,2,-1,0,unknown,no
981,42,blue-collar,married,primary,no,803.00,yes,no,unknown,7,may,171,2,-1,0,unknown,no
982,30,technician,single,secondary,no,102.00,yes,no,unknown,7,may,614,2,-1,0,unknown,no
983,33,entrepreneur,divorced,tertiary,no,188.00,yes,no,unknown,7,may,118,3,-1,0,unknown,no
984,46,admin,divorced,secondary,no,207.00,yes,no,unknown,7,may,485,4,-1,0,unknown,no
985,51,blue-collar,married,primary,no,1466.00,yes,no,unknown,7,may,406,2,-1,0,unknown,no
986,40,unemployed,single,secondary,no,350.00,yes,no,unknown,7,may,287,1,-1,0,unknown,no
987,50,admin,married,secondary,no,159.00,yes,no,unknown,7,may,216,2,-1,0,unknown,no
988,42,entrepreneur,married,tertiary,no,157.00,yes,yes,unknown,7,may,650,1,-1,0,unknown,no
989,38,technician,married,secondary,no,0.00,no,no,unknown,7,may,55,1,-1,0,unknown,no
990,36,admin,single,primary,no,91.00,yes,no,unknown,7,may,371,2,-1,0,unknown,no
991,37,unemployed,divorced,primary,no,849.00,yes,no,unknown,7,may,166,1,-1,0,unknown,no
992,33,management,married,tertiary,no,436.00,yes,no,unknown,7,may,48,1,-1,0,unknown,no
993,38,blue-collar,single,secondary,no,-1.00,yes,no,unknown,7,may,72,1,-1,0,unknown,no
994,52,blue-collar,married,tertiary,no,297.00,yes,no,unknown,7,may,55,1,-1,0,unknown,no
995,29,blue-collar,married,secondary,no,313.00,yes,yes,unknown,7,may,144,1,-1,0,unknown,no
996,37,blue-collar,married,primary,no,310.00,yes,no,unknown,7,may,474,1,-1,0,unknown,no
997,34,admin,married,secondary,no,475.00,yes,no,unknown,7,may,559,1,-1,0,unknown,no
998,43,blue-collar,married,primary,no,61.00,yes,no,unknown,7,may,261,1,-1,0,unknown,no
999,49,services,married,secondary,no,1377.00,yes,no,unknown,7,may,1101,1,-1,0,unknown,no
1000,33,technician,single,secondary,no,56.00,no,no,unknown,7,may,236,2,-1,0,unknown,no
